ID,MAP,type,is_display,,coord_index,,,,,,
13386,289,38001,1,120,120,0,0,0,0,0,0
13387,289,34001,1,103,103,0,0,0,0,0,0
13388,289,34003,1,307,108,0,0,0,1,0,0
13389,289,34001,1,109,109,0,0,0,0,0,0
13390,289,34000,1,111,111,0,0,0,0,0,0
13391,289,37900,1,312,312,0,0,1,0,0,1
13392,289,40007,1,305,305,0,0,1,0,0,1
13393,289,43501,0,308,308,0,0,0,0,0,0
13394,290,38001,1,125,125,0,0,0,0,0,0
13395,290,30301,1,100,100,0,0,0,0,0,0
13396,290,30001,1,111,111,0,0,0,0,0,0
13397,290,38100,1,106,106,0,0,0,0,0,0
13398,290,32001,1,114,114,0,0,0,0,0,0
13399,290,32201,1,103,103,0,0,0,0,0,0
13400,290,32101,1,101,101,0,0,0,0,0,0
13401,290,34200,1,113,113,0,0,0,0,0,0
13402,290,34101,1,313,116,1,0,0,0,0,0
13403,290,34103,1,112,112,0,0,0,0,0,0
13404,290,34101,1,107,107,0,0,0,0,0,0
13405,290,43410,0,357,357,0,0,0,0,0,0
13406,290,41000,1,308,308,0,0,1,0,0,1
13407,290,41000,1,310,310,0,0,1,0,0,1
13408,290,41000,1,312,312,0,0,1,0,0,1
13409,290,45000,1,305,305,0,0,1,0,0,1
13410,290,40009,1,314,314,0,0,1,0,0,1
13411,290,43001,0,302,302,0,0,0,0,0,0
13412,290,43400,0,313,313,0,1,0,0,0,0
13413,290,46820,1,757,757,0,0,0,0,0,0
13414,290,46560,1,756,756,0,0,0,0,0,0
13415,290,49410,1,190,190,0,0,0,0,0,0
13416,290,46640,1,759,759,0,0,0,0,0,0
13417,290,46580,1,750,750,0,0,0,0,0,0
13418,290,46680,1,753,753,0,0,0,0,0,0
13419,290,46540,1,760,760,0,0,0,0,0,0
13420,290,46720,1,754,754,0,0,0,0,0,0
13421,290,45510,1,755,755,0,0,0,0,0,0
13422,290,46570,1,763,763,0,0,0,0,0,0
13423,290,46590,1,761,761,0,0,0,0,0,0
13424,290,46770,1,762,762,0,0,0,0,0,0
13425,290,46550,1,758,758,0,0,0,0,0,0
13426,290,46505,1,606,606,0,0,0,0,0,0
13427,290,46701,1,605,605,0,0,0,0,0,0
13428,290,46604,1,601,601,0,0,0,0,0,0
13429,290,46703,1,602,602,0,0,0,0,0,0
13430,290,46603,1,607,607,0,0,0,0,0,0
13431,290,46502,1,604,604,0,0,0,0,0,0
13432,290,46602,1,603,603,0,0,0,0,0,0
13433,290,30301,1,120,120,0,0,0,0,0,0
13434,290,32101,1,117,117,0,0,0,0,0,0
13435,290,32101,1,104,104,0,0,0,0,0,0
13436,290,32201,1,110,110,0,0,0,0,0,0
13437,290,34103,1,109,109,0,0,0,0,0,0
13438,290,37900,1,306,306,0,0,1,0,0,1
13439,290,43001,0,300,300,0,0,0,0,0,0
13440,290,43400,0,301,301,0,0,0,0,0,0
13441,291,30000,1,121,121,0,0,0,0,0,0
13442,291,30300,1,111,111,0,0,0,0,0,0
13443,291,38101,1,104,104,0,0,0,0,0,0
13444,291,38000,1,109,109,0,0,0,0,0,0
13445,291,32201,1,112,112,0,0,0,0,0,0
13446,291,32100,1,113,113,0,0,0,0,0,0
13447,291,32000,1,120,120,0,0,0,0,0,0
13448,291,34003,1,114,114,0,0,0,0,0,0
13449,291,34300,1,117,117,0,0,0,0,0,0
13450,291,34104,1,107,107,0,0,0,0,0,0
13451,291,34300,1,103,103,0,0,0,0,0,0
13452,291,43011,0,350,350,0,0,0,0,0,0
13453,291,41000,1,305,305,0,0,1,0,0,1
13454,291,41000,1,301,301,0,0,1,0,0,1
13455,291,41000,1,308,308,0,0,1,0,0,1
13456,291,45000,1,108,307,0,0,1,0,1,1
13457,291,40005,1,302,302,0,0,1,0,0,1
13458,291,43401,0,313,313,0,1,0,0,0,0
13459,291,43001,0,310,310,0,0,0,0,0,0
13460,291,46910,1,757,757,0,0,0,0,0,0
13461,291,46680,1,756,756,0,0,0,0,0,0
13462,291,49430,1,190,190,0,0,0,0,0,0
13463,291,46670,1,753,753,0,0,0,0,0,0
13464,291,46530,1,759,759,0,0,0,0,0,0
13465,291,46740,1,755,755,0,0,0,0,0,0
13466,291,46560,1,763,763,0,0,0,0,0,0
13467,291,46510,1,762,762,0,0,0,0,0,0
13468,291,46710,1,750,750,0,0,0,0,0,0
13469,291,46720,1,760,760,0,0,0,0,0,0
13470,291,46770,1,758,758,0,0,0,0,0,0
13471,291,46570,1,754,754,0,0,0,0,0,0
13472,291,46690,1,761,761,0,0,0,0,0,0
13473,291,46800,1,603,603,0,0,0,0,0,0
13474,291,46605,1,607,607,0,0,0,0,0,0
13475,291,46503,1,602,602,0,0,0,0,0,0
13476,291,46702,1,604,604,0,0,0,0,0,0
13477,291,46602,1,605,605,0,0,0,0,0,0
13478,291,46700,1,606,606,0,0,0,0,0,0
13479,291,46505,1,601,601,0,0,0,0,0,0
13480,291,30300,1,100,100,0,0,0,0,0,0
13481,291,34300,1,307,108,0,0,0,1,0,0
13482,291,34300,1,313,116,1,0,0,0,0,0
13483,291,34300,1,106,106,0,0,0,0,0,0
13484,291,34003,1,110,110,0,0,0,0,0,0
13485,291,37900,1,314,314,0,0,1,0,0,1
13486,291,45000,1,306,306,0,0,1,0,0,1
13487,291,43401,0,312,312,0,0,0,0,0,0
13488,292,30300,1,127,127,0,0,0,0,0,0
13489,292,30000,1,114,114,0,0,0,0,0,0
13490,292,38101,1,307,108,0,0,0,1,0,0
13491,292,38001,1,110,110,0,0,0,0,0,0
13492,292,32100,1,101,101,0,0,0,0,0,0
13493,292,32200,1,109,109,0,0,0,0,0,0
13494,292,32001,1,106,106,0,0,0,0,0,0
13495,292,34100,1,104,104,0,0,0,0,0,0
13496,292,34104,1,117,117,0,0,0,0,0,0
13497,292,34101,1,107,107,0,0,0,0,0,0
13498,292,34100,1,113,113,0,0,0,0,0,0
13499,292,45010,1,360,360,0,0,1,0,0,1
13500,292,41000,1,305,305,0,0,1,0,0,1
13501,292,41000,1,306,306,0,0,1,0,0,1
13502,292,41000,1,116,313,0,1,1,0,0,1
13503,292,45000,1,301,301,0,0,1,0,0,1
13504,292,40003,1,312,312,0,0,1,0,0,1
13505,292,43401,0,300,300,0,0,0,0,0,0
13506,292,43000,0,307,307,0,0,0,0,1,0
13507,292,46950,1,757,757,0,0,0,0,0,0
13508,292,46680,1,756,756,0,0,0,0,0,0
13509,292,49410,1,190,190,0,0,0,0,0,0
13510,292,46660,1,754,754,0,0,0,0,0,0
13511,292,46670,1,750,750,0,0,0,0,0,0
13512,292,46630,1,759,759,0,0,0,0,0,0
13513,292,46580,1,762,762,0,0,0,0,0,0
13514,292,46620,1,758,758,0,0,0,0,0,0
13515,292,46650,1,763,763,0,0,0,0,0,0
13516,292,46550,1,755,755,0,0,0,0,0,0
13517,292,46510,1,760,760,0,0,0,0,0,0
13518,292,46710,1,753,753,0,0,0,0,0,0
13519,292,46590,1,761,761,0,0,0,0,0,0
13520,292,45520,0,567,567,0,0,0,0,0,0
13521,292,45520,0,565,565,0,0,0,0,0,0
13522,292,45520,0,568,568,0,0,0,0,0,0
13523,292,45520,0,570,570,0,0,0,0,0,0
13524,292,45520,0,563,563,0,0,0,0,0,0
13525,292,45520,0,562,562,0,0,0,0,0,0
13526,292,45520,0,569,569,0,0,0,0,0,0
13527,292,45520,0,561,561,0,0,0,0,0,0
13528,292,46802,1,601,601,0,0,0,0,0,0
13529,292,46505,1,607,607,0,0,0,0,0,0
13530,292,46503,1,604,604,0,0,0,0,0,0
13531,292,46702,1,602,602,0,0,0,0,0,0
13532,292,46606,1,606,606,0,0,0,0,0,0
13533,292,46703,1,605,605,0,0,0,0,0,0
13534,292,46603,1,603,603,0,0,0,0,0,0
13535,292,49400,1,711,711,0,0,0,0,0,0
13536,292,30300,1,103,103,0,0,0,0,0,0
13537,292,30000,1,100,100,0,0,0,0,0,0
13538,292,38001,1,120,120,0,0,0,0,0,0
13539,292,32200,1,111,111,0,0,0,0,0,0
13540,292,32001,1,313,116,1,0,0,0,0,0
13541,292,40005,1,302,302,0,0,1,0,0,1
13542,292,43000,0,308,308,0,0,0,0,0,0
13543,292,43000,0,314,314,0,0,0,0,0,0
13544,293,30300,1,123,123,0,0,0,0,0,0
13545,293,30001,1,112,112,0,0,0,0,0,0
13546,293,38000,1,107,107,0,0,0,0,0,0
13547,293,38100,1,117,117,0,0,0,0,0,0
13548,293,32000,1,104,104,0,0,0,0,0,0
13549,293,32102,1,101,101,0,0,0,0,0,0
13550,293,32100,1,110,110,0,0,0,0,0,0
13551,293,34102,1,113,113,0,0,0,0,0,0
13552,293,34000,1,313,116,1,0,0,0,0,0
13553,293,34101,1,106,106,0,0,0,0,0,0
13554,293,34101,1,307,108,0,0,0,1,0,0
13555,293,43011,0,352,352,0,0,0,0,0,0
13556,293,41000,1,116,313,0,1,1,0,0,1
13557,293,41000,1,308,308,0,0,1,0,0,1
13558,293,41000,1,310,310,0,0,1,0,0,1
13559,293,45000,1,108,307,0,0,1,0,1,1
13560,293,40006,1,305,305,0,0,1,0,0,1
13561,293,43400,0,301,301,0,0,0,0,0,0
13562,293,43001,0,306,306,0,0,0,0,0,0
13563,293,46870,1,757,757,0,0,0,0,0,0
13564,293,46520,1,756,756,0,0,0,0,0,0
13565,293,49420,1,190,190,0,0,0,0,0,0
13566,293,46680,1,755,755,0,0,0,0,0,0
13567,293,46580,1,758,758,0,0,0,0,0,0
13568,293,46640,1,760,760,0,0,0,0,0,0
13569,293,46660,1,753,753,0,0,0,0,0,0
13570,293,45510,1,754,754,0,0,0,0,0,0
13571,293,46650,1,759,759,0,0,0,0,0,0
13572,293,46710,1,762,762,0,0,0,0,0,0
13573,293,46770,1,750,750,0,0,0,0,0,0
13574,293,46570,1,761,761,0,0,0,0,0,0
13575,293,46690,1,763,763,0,0,0,0,0,0
13576,293,45520,0,568,568,0,0,0,0,0,0
13577,293,45520,0,563,563,0,0,0,0,0,0
13578,293,45520,0,566,566,0,0,0,0,0,0
13579,293,45520,0,565,565,0,0,0,0,0,0
13580,293,45520,0,569,569,0,0,0,0,0,0
13581,293,45520,0,567,567,0,0,0,0,0,0
13582,293,45520,0,560,560,0,0,0,0,0,0
13583,293,45520,0,570,570,0,0,0,0,0,0
13584,293,46604,1,601,601,0,0,0,0,0,0
13585,293,46704,1,605,605,0,0,0,0,0,0
13586,293,46603,1,603,603,0,0,0,0,0,0
13587,293,46502,1,607,607,0,0,0,0,0,0
13588,293,46605,1,606,606,0,0,0,0,0,0
13589,293,46703,1,604,604,0,0,0,0,0,0
13590,293,46505,1,602,602,0,0,0,0,0,0
13591,293,30300,1,100,100,0,0,0,0,0,0
13592,293,32100,1,114,114,0,0,0,0,0,0
13593,293,32102,1,103,103,0,0,0,0,0,0
13594,293,34101,1,111,111,0,0,0,0,0,0
13595,293,34101,1,109,109,0,0,0,0,0,0
13596,293,45000,1,300,300,0,0,1,0,0,1
13597,293,40009,1,312,312,0,0,1,0,0,1
13598,293,43400,0,314,314,0,0,0,0,0,0
13599,294,30300,1,129,129,0,0,0,0,0,0
13600,294,30000,1,120,120,0,0,0,0,0,0
13601,294,38001,1,313,116,1,0,0,0,0,0
13602,294,38100,1,104,104,0,0,0,0,0,0
13603,294,32001,1,117,117,0,0,0,0,0,0
13604,294,32101,1,101,101,0,0,0,0,0,0
13605,294,32000,1,113,113,0,0,0,0,0,0
13606,294,34001,1,100,100,0,0,0,0,0,0
13607,294,34104,1,106,106,0,0,0,0,0,0
13608,294,34300,1,109,109,0,0,0,0,0,0
13609,294,34001,1,112,112,0,0,0,0,0,0
13610,294,41010,1,364,364,0,0,1,0,0,1
13611,294,41000,1,302,302,0,0,1,0,0,1
13612,294,41000,1,312,312,0,0,1,0,0,1
13613,294,41000,1,108,307,0,0,1,0,1,1
13614,294,45000,1,305,305,0,0,1,0,0,1
13615,294,40009,1,301,301,0,0,1,0,0,1
13616,294,43401,0,313,313,0,1,0,0,0,0
13617,294,43000,0,300,300,0,0,0,0,0,0
13618,294,46860,1,757,757,0,0,0,0,0,0
13619,294,46670,1,756,756,0,0,0,0,0,0
13620,294,49410,1,190,190,0,0,0,0,0,0
13621,294,46560,1,753,753,0,0,0,0,0,0
13622,294,46530,1,758,758,0,0,0,0,0,0
13623,294,46740,1,763,763,0,0,0,0,0,0
13624,294,46520,1,750,750,0,0,0,0,0,0
13625,294,46770,1,761,761,0,0,0,0,0,0
13626,294,46690,1,762,762,0,0,0,0,0,0
13627,294,46620,1,755,755,0,0,0,0,0,0
13628,294,46650,1,754,754,0,0,0,0,0,0
13629,294,45510,1,760,760,0,0,0,0,0,0
13630,294,46710,1,759,759,0,0,0,0,0,0
13631,294,46704,1,607,607,0,0,0,0,0,0
13632,294,46700,1,604,604,0,0,0,0,0,0
13633,294,46604,1,606,606,0,0,0,0,0,0
13634,294,46503,1,601,601,0,0,0,0,0,0
13635,294,46504,1,605,605,0,0,0,0,0,0
13636,294,46606,1,602,602,0,0,0,0,0,0
13637,294,46602,1,603,603,0,0,0,0,0,0
13638,294,32000,1,114,114,0,0,0,0,0,0
13639,294,34104,1,107,107,0,0,0,0,0,0
13640,294,34001,1,307,108,0,0,0,1,0,0
13641,294,34300,1,103,103,0,0,0,0,0,0
13642,294,34001,1,110,110,0,0,0,0,0,0
13643,294,37900,1,310,310,0,0,1,0,0,1
13644,294,40000,1,306,306,0,0,1,0,0,1
13645,294,43000,0,308,308,0,0,0,0,0,0
13646,295,30000,1,122,122,0,0,0,0,0,0
13647,295,30301,1,313,116,1,0,0,0,0,0
13648,295,38001,1,106,106,0,0,0,0,0,0
13649,295,38000,1,114,114,0,0,0,0,0,0
13650,295,32102,1,111,111,0,0,0,0,0,0
13651,295,32100,1,103,103,0,0,0,0,0,0
13652,295,32000,1,104,104,0,0,0,0,0,0
13653,295,34002,1,110,110,0,0,0,0,0,0
13654,295,34300,1,107,107,0,0,0,0,0,0
13655,295,34003,1,101,101,0,0,0,0,0,0
13656,295,34002,1,112,112,0,0,0,0,0,0
13657,295,44010,1,351,351,0,0,1,0,0,1
13658,295,41000,1,305,305,0,0,1,0,0,1
13659,295,41000,1,308,308,0,0,1,0,0,1
13660,295,41000,1,302,302,0,0,1,0,0,1
13661,295,45000,1,314,314,0,0,1,0,0,1
13662,295,40009,1,312,312,0,0,1,0,0,1
13663,295,43400,0,306,306,0,0,0,0,0,0
13664,295,43000,0,307,307,0,0,0,0,1,0
13665,295,46820,1,757,757,0,0,0,0,0,0
13666,295,46630,1,756,756,0,0,0,0,0,0
13667,295,49420,1,190,190,0,0,0,0,0,0
13668,295,46560,1,763,763,0,0,0,0,0,0
13669,295,46530,1,754,754,0,0,0,0,0,0
13670,295,46670,1,755,755,0,0,0,0,0,0
13671,295,46680,1,761,761,0,0,0,0,0,0
13672,295,46710,1,758,758,0,0,0,0,0,0
13673,295,46690,1,753,753,0,0,0,0,0,0
13674,295,46620,1,762,762,0,0,0,0,0,0
13675,295,46770,1,760,760,0,0,0,0,0,0
13676,295,46550,1,750,750,0,0,0,0,0,0
13677,295,46590,1,759,759,0,0,0,0,0,0
13678,295,45550,0,580,580,0,0,0,0,0,0
13679,295,45550,0,588,588,0,0,0,0,0,0
13680,295,45550,0,589,589,0,0,0,0,0,0
13681,295,45550,0,581,581,0,0,0,0,0,0
13682,295,45550,0,582,582,0,0,0,0,0,0
13683,295,45550,0,587,587,0,0,0,0,0,0
13684,295,45550,0,586,586,0,0,0,0,0,0
13685,295,45550,0,583,583,0,0,0,0,0,0
13686,295,46603,1,605,605,0,0,0,0,0,0
13687,295,46704,1,602,602,0,0,0,0,0,0
13688,295,46505,1,601,601,0,0,0,0,0,0
13689,295,46605,1,606,606,0,0,0,0,0,0
13690,295,46700,1,604,604,0,0,0,0,0,0
13691,295,46604,1,607,607,0,0,0,0,0,0
13692,295,46504,1,603,603,0,0,0,0,0,0
13693,295,38001,1,120,120,0,0,0,0,0,0
13694,295,34300,1,113,113,0,0,0,0,0,0
13695,295,34300,1,307,108,0,0,0,1,0,0
13696,295,34002,1,109,109,0,0,0,0,0,0
13697,295,34002,1,117,117,0,0,0,0,0,0
13698,295,45000,1,310,310,0,0,1,0,0,1
13699,295,43400,0,313,313,0,1,0,0,0,0
13700,295,43000,0,300,300,0,0,0,0,0,0
13701,296,30000,1,127,127,0,0,0,0,0,0
13702,296,30301,1,111,111,0,0,0,0,0,0
13703,296,38101,1,103,103,0,0,0,0,0,0
13704,296,38001,1,101,101,0,0,0,0,0,0
13705,296,32200,1,113,113,0,0,0,0,0,0
13706,296,32201,1,100,100,0,0,0,0,0,0
13707,296,32001,1,106,106,0,0,0,0,0,0
13708,296,34103,1,104,104,0,0,0,0,0,0
13709,296,34102,1,109,109,0,0,0,0,0,0
13710,296,34100,1,107,107,0,0,0,0,0,0
13711,296,34100,1,117,117,0,0,0,0,0,0
13712,296,44010,1,360,360,0,0,1,0,0,1
13713,296,41000,1,312,312,0,0,1,0,0,1
13714,296,41000,1,306,306,0,0,1,0,0,1
13715,296,41000,1,305,305,0,0,1,0,0,1
13716,296,45000,1,301,301,0,0,1,0,0,1
13717,296,40008,1,116,313,0,1,1,0,0,1
13718,296,43000,0,314,314,0,0,0,0,0,0
13719,296,43001,0,307,307,0,0,0,0,1,0
13720,296,46810,1,757,757,0,0,0,0,0,0
13721,296,46540,1,756,756,0,0,0,0,0,0
13722,296,49410,1,190,190,0,0,0,0,0,0
13723,296,46580,1,759,759,0,0,0,0,0,0
13724,296,46520,1,750,750,0,0,0,0,0,0
13725,296,46670,1,760,760,0,0,0,0,0,0
13726,296,46630,1,753,753,0,0,0,0,0,0
13727,296,46550,1,762,762,0,0,0,0,0,0
13728,296,46650,1,758,758,0,0,0,0,0,0
13729,296,46710,1,761,761,0,0,0,0,0,0
13730,296,46690,1,755,755,0,0,0,0,0,0
13731,296,46510,1,763,763,0,0,0,0,0,0
13732,296,46590,1,754,754,0,0,0,0,0,0
13733,296,45530,0,528,528,0,0,0,0,0,0
13734,296,45530,0,520,520,0,0,0,0,0,0
13735,296,45530,0,522,522,0,0,0,0,0,0
13736,296,45530,0,521,521,0,0,0,0,0,0
13737,296,45530,0,527,527,0,0,0,0,0,0
13738,296,45530,0,529,529,0,0,0,0,0,0
13739,296,45530,0,526,526,0,0,0,0,0,0
13740,296,45530,0,524,524,0,0,0,0,0,0
13741,296,46502,1,603,603,0,0,0,0,0,0
13742,296,46701,1,601,601,0,0,0,0,0,0
13743,296,46505,1,607,607,0,0,0,0,0,0
13744,296,46602,1,605,605,0,0,0,0,0,0
13745,296,46702,1,606,606,0,0,0,0,0,0
13746,296,46606,1,602,602,0,0,0,0,0,0
13747,296,46605,1,604,604,0,0,0,0,0,0
13748,296,49400,1,712,712,0,0,0,0,0,0
13749,296,30301,1,120,120,0,0,0,0,0,0
13750,296,30000,1,307,108,0,0,0,1,0,0
13751,296,38101,1,313,116,1,0,0,0,0,0
13752,296,32200,1,114,114,0,0,0,0,0,0
13753,296,32001,1,110,110,0,0,0,0,0,0
13754,296,37900,1,302,302,0,0,1,0,0,1
13755,296,45000,1,308,308,0,0,1,0,0,1
13756,296,43001,0,300,300,0,0,0,0,0,0
13757,297,30300,1,122,122,0,0,0,0,0,0
13758,297,30000,1,120,120,0,0,0,0,0,0
13759,297,38001,1,103,103,0,0,0,0,0,0
13760,297,38100,1,110,110,0,0,0,0,0,0
13761,297,32102,1,106,106,0,0,0,0,0,0
13762,297,32001,1,114,114,0,0,0,0,0,0
13763,297,32201,1,307,108,0,0,0,1,0,0
13764,297,34003,1,313,116,1,0,0,0,0,0
13765,297,34300,1,104,104,0,0,0,0,0,0
13766,297,34100,1,112,112,0,0,0,0,0,0
13767,297,34003,1,107,107,0,0,0,0,0,0
13768,297,43011,0,351,351,0,0,0,0,0,0
13769,297,41000,1,116,313,0,1,1,0,0,1
13770,297,41000,1,310,310,0,0,1,0,0,1
13771,297,41000,1,302,302,0,0,1,0,0,1
13772,297,45000,1,300,300,0,0,1,0,0,1
13773,297,40003,1,108,307,0,0,1,0,1,1
13774,297,43400,0,306,306,0,0,0,0,0,0
13775,297,43000,0,312,312,0,0,0,0,0,0
13776,297,46870,1,757,757,0,0,0,0,0,0
13777,297,46520,1,756,756,0,0,0,0,0,0
13778,297,49410,1,190,190,0,0,0,0,0,0
13779,297,46670,1,758,758,0,0,0,0,0,0
13780,297,46580,1,763,763,0,0,0,0,0,0
13781,297,46530,1,760,760,0,0,0,0,0,0
13782,297,46640,1,755,755,0,0,0,0,0,0
13783,297,45510,1,753,753,0,0,0,0,0,0
13784,297,46650,1,762,762,0,0,0,0,0,0
13785,297,46570,1,761,761,0,0,0,0,0,0
13786,297,46690,1,750,750,0,0,0,0,0,0
13787,297,46590,1,759,759,0,0,0,0,0,0
13788,297,46720,1,754,754,0,0,0,0,0,0
13789,297,46605,1,603,603,0,0,0,0,0,0
13790,297,46702,1,605,605,0,0,0,0,0,0
13791,297,46701,1,601,601,0,0,0,0,0,0
13792,297,46603,1,607,607,0,0,0,0,0,0
13793,297,46502,1,602,602,0,0,0,0,0,0
13794,297,46505,1,606,606,0,0,0,0,0,0
13795,297,46606,1,604,604,0,0,0,0,0,0
13796,297,49400,1,710,710,0,0,0,0,0,0
13797,297,32201,1,117,117,0,0,0,0,0,0
13798,297,34100,1,101,101,0,0,0,0,0,0
13799,297,34003,1,113,113,0,0,0,0,0,0
13800,297,34100,1,111,111,0,0,0,0,0,0
13801,297,34100,1,109,109,0,0,0,0,0,0
13802,297,45000,1,305,305,0,0,1,0,0,1
13803,297,40009,1,314,314,0,0,1,0,0,1
13804,297,40006,1,308,308,0,0,1,0,0,1
13805,298,38101,1,124,124,0,0,0,0,0,0
13806,298,30001,1,107,107,0,0,0,0,0,0
13807,298,30000,1,114,114,0,0,0,0,0,0
13808,298,38000,1,117,117,0,0,0,0,0,0
13809,298,32000,1,313,116,1,0,0,0,0,0
13810,298,32001,1,112,112,0,0,0,0,0,0
13811,298,32101,1,104,104,0,0,0,0,0,0
13812,298,34101,1,109,109,0,0,0,0,0,0
13813,298,34001,1,101,101,0,0,0,0,0,0
13814,298,34103,1,113,113,0,0,0,0,0,0
13815,298,34103,1,103,103,0,0,0,0,0,0
13816,298,43020,0,356,356,0,0,0,0,0,0
13817,298,41000,1,301,301,0,0,1,0,0,1
13818,298,41000,1,308,308,0,0,1,0,0,1
13819,298,41000,1,108,307,0,0,1,0,1,1
13820,298,45000,1,314,314,0,0,1,0,0,1
13821,298,40005,1,312,312,0,0,1,0,0,1
13822,298,43401,0,310,310,0,0,0,0,0,0
13823,298,43000,0,302,302,0,0,0,0,0,0
13824,298,46820,1,757,757,0,0,0,0,0,0
13825,298,46670,1,756,756,0,0,0,0,0,0
13826,298,49420,1,190,190,0,0,0,0,0,0
13827,298,46630,1,758,758,0,0,0,0,0,0
13828,298,46740,1,760,760,0,0,0,0,0,0
13829,298,46580,1,762,762,0,0,0,0,0,0
13830,298,46540,1,753,753,0,0,0,0,0,0
13831,298,46550,1,755,755,0,0,0,0,0,0
13832,298,46720,1,754,754,0,0,0,0,0,0
13833,298,46650,1,763,763,0,0,0,0,0,0
13834,298,46710,1,759,759,0,0,0,0,0,0
13835,298,46690,1,750,750,0,0,0,0,0,0
13836,298,45510,1,761,761,0,0,0,0,0,0
13837,298,45550,0,583,583,0,0,0,0,0,0
13838,298,45550,0,587,587,0,0,0,0,0,0
13839,298,45550,0,588,588,0,0,0,0,0,0
13840,298,45550,0,584,584,0,0,0,0,0,0
13841,298,45550,0,590,590,0,0,0,0,0,0
13842,298,45550,0,581,581,0,0,0,0,0,0
13843,298,45550,0,586,586,0,0,0,0,0,0
13844,298,45550,0,589,589,0,0,0,0,0,0
13845,298,46704,1,602,602,0,0,0,0,0,0
13846,298,46502,1,601,601,0,0,0,0,0,0
13847,298,46700,1,605,605,0,0,0,0,0,0
13848,298,46602,1,606,606,0,0,0,0,0,0
13849,298,46603,1,607,607,0,0,0,0,0,0
13850,298,46504,1,604,604,0,0,0,0,0,0
13851,298,46606,1,603,603,0,0,0,0,0,0
13852,298,30000,1,110,110,0,0,0,0,0,0
13853,298,30001,1,307,108,0,0,0,1,0,0
13854,298,32101,1,106,106,0,0,0,0,0,0
13855,298,32000,1,100,100,0,0,0,0,0,0
13856,298,32000,1,111,111,0,0,0,0,0,0
13857,298,37900,1,305,305,0,0,1,0,0,1
13858,298,43000,0,300,300,0,0,0,0,0,0
13859,298,43401,0,313,313,0,1,0,0,0,0
13860,299,30000,1,127,127,0,0,0,0,0,0
13861,299,30001,1,107,107,0,0,0,0,0,0
13862,299,38101,1,307,108,0,0,0,1,0,0
13863,299,38000,1,100,100,0,0,0,0,0,0
13864,299,32102,1,103,103,0,0,0,0,0,0
13865,299,32200,1,109,109,0,0,0,0,0,0
13866,299,32100,1,111,111,0,0,0,0,0,0
13867,299,34300,1,106,106,0,0,0,0,0,0
13868,299,34100,1,110,110,0,0,0,0,0,0
13869,299,34102,1,120,120,0,0,0,0,0,0
13870,299,34100,1,104,104,0,0,0,0,0,0
13871,299,43011,0,360,360,0,0,0,0,0,0
13872,299,41000,1,314,314,0,0,1,0,0,1
13873,299,41000,1,305,305,0,0,1,0,0,1
13874,299,41000,1,302,302,0,0,1,0,0,1
13875,299,45000,1,308,308,0,0,1,0,0,1
13876,299,40000,1,312,312,0,0,1,0,0,1
13877,299,43400,0,306,306,0,0,0,0,0,0
13878,299,43401,0,300,300,0,0,0,0,0,0
13879,299,46810,1,757,757,0,0,0,0,0,0
13880,299,46680,1,756,756,0,0,0,0,0,0
13881,299,49420,1,190,190,0,0,0,0,0,0
13882,299,46660,1,753,753,0,0,0,0,0,0
13883,299,46530,1,760,760,0,0,0,0,0,0
13884,299,46740,1,763,763,0,0,0,0,0,0
13885,299,46640,1,755,755,0,0,0,0,0,0
13886,299,46510,1,761,761,0,0,0,0,0,0
13887,299,46650,1,754,754,0,0,0,0,0,0
13888,299,46720,1,762,762,0,0,0,0,0,0
13889,299,46770,1,750,750,0,0,0,0,0,0
13890,299,46620,1,758,758,0,0,0,0,0,0
13891,299,46570,1,759,759,0,0,0,0,0,0
13892,299,46502,1,607,607,0,0,0,0,0,0
13893,299,46700,1,602,602,0,0,0,0,0,0
13894,299,46704,1,604,604,0,0,0,0,0,0
13895,299,46504,1,601,601,0,0,0,0,0,0
13896,299,46605,1,606,606,0,0,0,0,0,0
13897,299,46604,1,605,605,0,0,0,0,0,0
13898,299,46602,1,603,603,0,0,0,0,0,0
13899,299,30000,1,114,114,0,0,0,0,0,0
13900,299,38000,1,117,117,0,0,0,0,0,0
13901,299,32100,1,113,113,0,0,0,0,0,0
13902,299,32102,1,101,101,0,0,0,0,0,0
13903,299,32100,1,313,116,1,0,0,0,0,0
13904,299,43400,0,307,307,0,0,0,0,1,0
13905,299,43401,0,313,313,0,1,0,0,0,0
13906,299,43401,0,301,301,0,0,0,0,0,0
13907,300,30300,1,129,129,0,0,0,0,0,0
13908,300,30000,1,117,117,0,0,0,0,0,0
13909,300,38100,1,100,100,0,0,0,0,0,0
13910,300,38001,1,110,110,0,0,0,0,0,0
13911,300,32201,1,109,109,0,0,0,0,0,0
13912,300,32101,1,104,104,0,0,0,0,0,0
13913,300,32101,1,113,113,0,0,0,0,0,0
13914,300,34104,1,112,112,0,0,0,0,0,0
13915,300,34002,1,114,114,0,0,0,0,0,0
13916,300,34002,1,101,101,0,0,0,0,0,0
13917,300,43410,0,364,364,0,0,0,0,0,0
13918,300,41000,1,300,300,0,0,1,0,0,1
13919,300,41000,1,305,305,0,0,1,0,0,1
13920,300,41000,1,116,313,0,1,1,0,0,1
13921,300,40002,1,301,301,0,0,1,0,0,1
13922,300,43400,0,312,312,0,0,0,0,0,0
